tt0002459	movie	The Reward for Broncho Billy	The Reward for Broncho Billy	0	1912	\N	\N	Drama,Western
tt0002637	movie	Arizona	Arizona	0	1913	\N	\N	Western
tt0003116	movie	The Man from the Golden West	The Man from the Golden West	0	1913	\N	\N	Western
tt0003464	movie	The Tonopah Stampede for Gold	The Tonopah Stampede for Gold	0	1913	\N	\N	Western
tt0003657	movie	The Bargain	The Bargain	0	1914	\N	70	Western
tt0003724	movie	In the Days of the Thundering Herd	In the Days of the Thundering Herd	0	1914	\N	48	Western
tt0003840	movie	Doc	Doc	0	1914	\N	\N	Western
tt0004155	movie	The Indian Wars	The Indian Wars	0	1914	\N	\N	History,Western
tt0004234	movie	The Little Angel of Canyon Creek	The Little Angel of Canyon Creek	0	1914	\N	\N	Western
tt0004555	movie	Salomy Jane	Salomy Jane	0	1914	\N	85	Western
tt0004630	movie	The Spoilers	The Spoilers	0	1914	\N	110	Drama,Western
tt0004766	movie	The Virginian	The Virginian	0	1914	\N	55	Western
tt0004803	movie	Where the Trail Divides	Where the Trail Divides	0	1914	\N	\N	Western
tt0005032	movie	Buckshot John	Buckshot John	0	1915	\N	50	Western
tt0005082	movie	A Child of the Prairie	A Child of the Prairie	0	1915	\N	63	Western
tt0005123	movie	Colorado	Colorado	0	1915	\N	\N	Drama,Western
tt0005151	movie	The Cowboy and the Lady	The Cowboy and the Lady	0	1915	\N	\N	Western
tt0005153	movie	The Cowpuncher	The Cowpuncher	0	1915	\N	\N	Western
tt0005200	movie	The Disciple	The Disciple	0	1915	\N	50	Western
tt0005233	movie	The Eagle's Nest	The Eagle's Nest	0	1915	\N	\N	Western
tt0005248	movie	Environment	Environment	0	1915	\N	\N	Western
tt0005308	movie	Fatherhood	Fatherhood	0	1915	\N	\N	Western
tt0005338	movie	A Pardoned Lifer	The Folly of a Life of Crime	0	1915	\N	\N	Western
tt0005369	movie	The Gambler of the West	The Gambler of the West	0	1915	\N	\N	Western
tt0005387	movie	The Girl I Left Behind Me	The Girl I Left Behind Me	0	1915	\N	\N	Western
tt0005416	movie	The Great Divide	The Great Divide	0	1915	\N	\N	Western
tt0005466	movie	Her Atonement	Her Atonement	0	1915	\N	\N	Western
tt0005623	movie	The Lily of Poverty Flat	The Lily of Poverty Flat	0	1915	\N	\N	Western
tt0005648	movie	The Long Chance	The Long Chance	0	1915	\N	\N	Western
tt0005666	movie	The Lure of Woman	The Lure of Woman	0	1915	\N	\N	Western
tt0005671	movie	M'Liss	M'Liss	0	1915	\N	\N	Western
tt0005871	movie	Passing of the Oklahoma Outlaws	Passing of the Oklahoma Outlaws	0	1915	\N	\N	Western
tt0005950	movie	Ranson's Folly	Ranson's Folly	0	1915	\N	\N	Western
tt0006015	movie	Sealed Valley	Sealed Valley	0	1915	\N	\N	Western
tt0006205	movie	The Valley of Lost Hope	The Valley of Lost Hope	0	1915	\N	\N	Western
tt0006277	movie	Whispering Smith	Whispering Smith	0	1916	\N	\N	Western
tt0006344	movie	All Man	All Man	0	1916	\N	50	Western
tt0006375	movie	The Aryan	The Aryan	0	1916	\N	50	Western
tt0006475	movie	The Bugle Call	The Bugle Call	0	1916	\N	\N	Drama,Western
tt0006571	movie	The Dawn Maker	The Dawn Maker	0	1916	\N	50	Western
tt0006580	movie	The Deserter	The Deserter	0	1916	\N	\N	Adventure,Western
tt0006588	movie	The Devil's Double	The Devil's Double	0	1916	\N	50	Western
tt0006729	movie	God's Crucible	God's Crucible	0	1917	\N	\N	Drama,Western
tt0006753	movie	The Half-Breed	The Half-Breed	0	1916	\N	73	Western
tt0006771	movie	The Heart of Paula	The Heart of Paula	0	1916	\N	50	Drama,Western
tt0006849	movie	Immediate Lee	Immediate Lee	0	1916	\N	\N	Western
tt0006881	movie	Jim Grimsby's Boy	Jim Grimsby's Boy	0	1916	\N	50	Western
tt0006901	movie	A Knight of the Range	A Knight of the Range	0	1916	\N	50	Western
tt0006907	movie	Land o' Lizards	Land o' Lizards	0	1916	\N	\N	Western
tt0006909	movie	A Lass of the Lumberlands	A Lass of the Lumberlands	0	1916	\N	\N	Western
tt0007014	movie	The Man from Bitter Roots	The Man from Bitter Roots	0	1916	\N	50	Western
tt0007051	movie	The Mediator	The Mediator	0	1916	\N	\N	Western
tt0007052	movie	Medicine Bend	Medicine Bend	0	1916	\N	\N	Western
tt0007085	movie	Mixed Blood	Mixed Blood	0	1916	\N	\N	Drama,Western
tt0007160	movie	The Patriot	The Patriot	0	1916	\N	50	Western
tt0007216	movie	The Primal Lure	The Primal Lure	0	1916	\N	50	Drama,Western
tt0007353	movie	A Sister of Six	A Sister of Six	0	1916	\N	50	Adventure,Drama,Western
tt0007430	movie	The Target	The Target	0	1916	\N	\N	Western
tt0007435	movie	Tennessee's Pardner	Tennessee's Pardner	0	1916	\N	50	Western
tt0007453	movie	The Three Godfathers	The Three Godfathers	0	1916	\N	\N	Western
tt0007479	movie	Truthful Tulliver	Truthful Tulliver	0	1917	\N	50	Western
tt0007488	movie	Two Men of Sandy Bar	Two Men of Sandy Bar	0	1916	\N	\N	Western
tt0007596	movie	The Yaqui	The Yaqui	0	1916	\N	\N	Drama,Western
tt0007610	movie	'49-'17	'49-'17	0	1917	\N	61	Western
tt0007712	movie	The Blue Streak	The Blue Streak	0	1917	\N	50	Western
tt0007735	movie	Bond of Fear	Bond of Fear	0	1917	\N	\N	Western
tt0007753	movie	The Bronze Bride	The Bronze Bride	0	1917	\N	\N	Drama,Western
tt0007755	movie	Bucking Broadway	Bucking Broadway	0	1917	\N	53	Western
tt0007763	movie	By Right of Possession	By Right of Possession	0	1917	\N	\N	Western
tt0007774	movie	Captain of the Gray Horse Troop	Captain of the Gray Horse Troop	0	1917	\N	\N	Western
tt0007811	movie	The Cold Deck	The Cold Deck	0	1917	\N	70	Western
tt0007849	movie	The Desert Man	The Desert Man	0	1917	\N	50	Western
tt0007851	movie	The Desire of the Moth	The Desire of the Moth	0	1917	\N	50	Western
tt0007942	movie	The Fighting Gringo	The Fighting Gringo	0	1917	\N	\N	Adventure,Western
tt0007943	movie	Fighting Mad	Fighting Mad	0	1917	\N	50	Drama,Western
tt0007945	movie	The Fighting Trail	The Fighting Trail	0	1917	\N	\N	Western
tt0007949	movie	The Firefly of Tough Luck	The Firefly of Tough Luck	0	1917	\N	\N	Western
tt0007961	movie	Follow the Girl	Follow the Girl	0	1917	\N	\N	Drama,Western
tt0008022	movie	Golden Rule Kate	Golden Rule Kate	0	1917	\N	50	Western
tt0008036	movie	The Gun Fighter	The Gun Fighter	0	1917	\N	50	Western
tt0008042	movie	Hands Up!	Hands Up!	0	1917	\N	\N	Western
tt0008060	movie	The Heart of Texas Ryan	The Heart of Texas Ryan	0	1917	\N	56	Western
tt0008088	movie	The Hero of the Hour	The Hero of the Hour	0	1917	\N	50	Western
tt0008097	movie	The Highway of Hope	The Highway of Hope	0	1917	\N	\N	Western
tt0008143	movie	Jack and Jill	Jack and Jill	0	1917	\N	\N	Western
tt0008145	movie	The Jaguar's Claws	The Jaguar's Claws	0	1917	\N	50	Western
tt0008151	movie	John Ermine of Yellowstone	John Ermine of Yellowstone	0	1917	\N	50	Western
tt0008271	movie	A Marked Man	A Marked Man	0	1917	\N	50	Western
tt0008287	movie	Men of the Desert	Men of the Desert	0	1917	\N	\N	Western
tt0008319	movie	A Mormon Maid	A Mormon Maid	0	1917	\N	68	Drama,History,Western
tt0008362	movie	The Narrow Trail	The Narrow Trail	0	1917	\N	68	Western
tt0008384	movie	On the Level	On the Level	0	1917	\N	50	Western
tt0008390	movie	One Touch of Sin	One Touch of Sin	0	1917	\N	50	Western
tt0008392	movie	Open Places	Open Places	0	1917	\N	\N	Western
tt0008422	movie	Perils of the West	Perils of the West	0	1922	\N	\N	Western
tt0008439	movie	The Plow Woman	The Plow Woman	0	1917	\N	\N	Drama,Western
tt0008452	movie	The Price of Pride	The Price of Pride	0	1917	\N	50	Western
tt0008459	movie	The Primitive Call	The Primitive Call	0	1917	\N	\N	Western
tt0008495	movie	The Range Boss	The Range Boss	0	1917	\N	\N	Western
tt0008551	movie	The Secret Man	The Secret Man	0	1917	\N	50	Western
tt0008571	movie	The Silent Man	The Silent Man	0	1917	\N	61	Western
tt0008578	movie	The Siren	The Siren	0	1917	\N	\N	Western
tt0008623	movie	The Square Deal Man	The Square Deal Man	0	1917	\N	50	Western
tt0008634	movie	Straight Shooting	Straight Shooting	0	1917	\N	57	Western
tt0008640	movie	Sunlight's Last Raid	Sunlight's Last Raid	0	1917	\N	\N	Western
tt0008668	movie	Their Compact	Their Compact	0	1917	\N	\N	Western
tt0008783	movie	Wolf Lowry	Wolf Lowry	0	1917	\N	50	Western
tt0008892	movie	'Blue Blazes' Rawden	'Blue Blazes' Rawden	0	1918	\N	65	Drama,Western
tt0008910	movie	The Border Legion	The Border Legion	0	1918	\N	50	Western
tt0008911	movie	Border Raiders	Border Raiders	0	1918	\N	\N	Western
tt0008912	movie	The Border Wireless	The Border Wireless	0	1918	\N	50	Action,War,Western
tt0008985	movie	Cupid's Roundup	Cupid's Roundup	0	1918	\N	\N	Western
tt0009005	movie	Desert Law	Desert Law	0	1918	\N	\N	Western
tt0009006	movie	Deuce Duncan	Deuce Duncan	0	1918	\N	\N	Western
tt0009007	movie	The Devil Dodger	The Devil Dodger	0	1917	\N	50	Action,Drama,Western
tt0009053	movie	Fame and Fortune	Fame and Fortune	0	1918	\N	\N	Western
tt0009077	movie	Flare-Up Sal	Flare-Up Sal	0	1918	\N	50	Western
tt0009127	movie	The Grand Passion	The Grand Passion	0	1918	\N	\N	Crime,Drama,Western
tt0009137	movie	The Gun Woman	The Gun Woman	0	1918	\N	50	Western
tt0009139	movie	Hands Down	Hands Down	0	1918	\N	50	Western
tt0009153	movie	Hell Bent	Hell Bent	0	1918	\N	50	Western
tt0009154	movie	The Hell Cat	The Hell Cat	0	1918	\N	60	Western
tt0009155	movie	Hell's Crater	Hell's Crater	0	1918	\N	\N	Drama,Western
tt0009213	movie	Hungry Eyes	Hungry Eyes	0	1918	\N	50	Western
tt0009273	movie	The Lady of the Dugout	The Lady of the Dugout	0	1918	\N	60	Western
