#teryt;#id
020101;45119
020101;45120
020101;45121
020101;45122
020101;45123
020101;45124
020101;45125
020101;45126
020101;45127
020101;45128
020101;45129
020101;45130
020101;45131
020101;45132
020101;45133
020101;45134
020101;45135
020101;45136
020101;45137
020101;45138
020101;45139
020101;90055
020101;90056
020101;90057
020102;45140
020102;45141
020102;45142
020102;45143
020102;45144
020102;45145
020102;45146
020102;45147
020102;45148
020102;45149
020102;45150
020103;45151
020103;45152
020103;45153
020103;45154
020104;45155
020104;45156
020104;45157
020104;45158
020104;45159
020104;45160
020104;45161
020104;45162
020104;45163
020104;45164
020104;45165
020104;90058
020105;45166
020105;45167
020105;45168
020105;45169
020105;45170
020105;45171
020105;45172
020106;45173
020106;45174
020106;45175
020106;45176
020106;45177
020106;45178
020201;45179
020201;45180
020201;45181
020201;45182
020201;45183
020201;45184
020201;45185
020201;45186
020201;45187
020201;45188
020201;45189
020201;45190
020201;45191
020201;45192
020201;45193
020201;45194
020201;45195
020201;45196
020201;45197
020201;45198
020201;45199
020201;90059
020202;45200
020202;45201
020202;45202
020202;45203
020202;45204
020202;45205
020202;45206
020202;45207
020202;45208
020202;45209
020202;45210
020202;45211
020202;45212
020202;45213
020202;45214
020202;45215
020202;45216
020202;45217
020202;45218
020202;45219
020202;45220
020202;90060
020202;90061
020203;45221
020203;45222
020203;45223
020203;45224
020203;45225
020203;45226
020203;45227
020203;90062
020204;45228
020204;45229
020204;45230
020205;45231
020205;45232
020205;45233
020205;45234
020205;45235
020205;45236
020205;45237
020205;45238
020205;45239
020205;45240
020205;45241
020205;45242
020205;90063
020206;45243
020206;45244
020206;45245
020206;45246
020206;45247
020206;45248
020207;45249
020207;45250
020207;45251
020207;45252
020207;45253
020207;45254
020301;45255
020301;45256
020301;45257
020301;45258
020301;45259
020301;45260
020301;45261
020301;45262
020301;45263
020301;45264
020301;45265
020301;45266
020301;45267
020301;45268
020301;45269
020301;45270
020301;45271
020301;45272
020301;45273
020301;45274
020301;45275
020301;45276
020301;45277
020301;45278
020301;45279
020301;45280
020301;45281
020301;45282
020301;45283
020301;45284
020301;45285
020301;45286
020301;45287
020301;45288
020301;45289
020301;90064
020301;90065
020301;90066
020302;45290
020302;45291
020302;45292
020302;45293
020303;45294
020303;45295
020303;45296
020303;45297
020304;45298
020304;45299
020304;45300
020304;45301
020304;45302
020305;45303
020305;45304
020306;45305
020306;45306
020401;45307
020401;45308
020401;45309
020401;45310
020401;45311
020401;45312
020401;45313
020401;45314
020401;45315
020401;45316
020401;45317
020401;45318
020401;45319
020401;90067
020402;45320
020402;45321
020402;45322
020403;45323
020403;45324
020403;45325
020403;45326
020404;45327
020404;45328
020404;45329
020404;45330
020404;45331
020501;45332
020501;45333
020501;45334
020501;45335
020501;45336
020501;45337
020501;45338
020501;45339
020501;45340
020501;45341
020501;45342
020501;45343
020501;90068
020501;90069
020502;45344
020502;45345
020502;45346
020502;45347
020502;45348
020502;45349
020502;45350
020502;45351
020502;45352
020502;45353
020502;45354
020502;90070
020502;90071
020503;45355
020503;45356
020503;45357
020503;45358
020504;45359
020504;45360
020504;45361
020505;45362
020505;45363
020506;45364
020506;45365
020506;90072
020601;45366
020601;45367
020601;45368
020601;45369
020601;45370
020602;45371
020602;45372
020602;45373
020602;45374
020602;45375
020602;45376
020602;45377
020602;90073
020602;90074
020602;90075
020602;90076
020603;45378
020603;45379
020603;45380
020603;45381
020604;45382
020604;45383
020604;45384
020604;45385
020604;45386
020604;45387
020605;45388
020605;45389
020605;45390
020605;45391
020605;90077
020606;45392
020606;45393
020606;45394
020606;45395
020607;45396
020607;45397
020607;45398
020607;45399
020607;45400
020607;45401
020607;45402
020608;45403
020608;45404
020608;45405
020608;45406
020608;45407
020608;45408
020608;90078
020609;45409
020609;45410
020609;45411
020609;45412
020701;45413
020701;45414
020701;45415
020701;45416
020701;45417
020701;45418
020701;45419
020701;45420
020701;45421
020701;45422
020701;90079
020701;90080
020702;45423
020702;45424
020702;45425
020702;45426
020702;45427
020702;45428
020702;45429
020702;90081
020703;45430
020703;45431
020703;45432
020703;45433
020703;45434
020703;45435
020703;45436
020704;45437
020704;45438
020704;45439
020704;45440
020704;45441
020704;45442
020704;45443
020801;45444
020801;45445
020801;45446
020801;45447
020802;45448
020802;45449
020802;45450
020802;45451
020802;45452
020802;45453
020802;45454
020802;45455
020802;45456
020802;45457
020802;45458
020802;45459
020802;45460
020802;45461
020802;45462
020802;45463
020802;45464
020802;45465
020802;45466
020802;45467
020802;45468
020802;90082
020802;90083
020803;45469
020803;45470
020803;45471
020803;45472
020803;45473
020803;45474
020803;45475
020804;45476
020804;45477
020804;45478
020804;45479
020804;45480
020804;45481
020804;45482
020804;45483
020804;45484
020804;45485
020804;45486
020804;45487
020804;45488
020804;45489
020804;45490
020804;45491
020804;90084
020804;90085
020805;45492
020805;45493
020805;45494
020805;90086
020806;45495
020806;45496
020806;45497
020806;45498
020806;45499
020806;45500
020806;45501
020806;45502
020806;45503
020806;45504
020806;45505
020806;45506
020806;45507
020806;45508
020806;45509
020806;45510
020806;90087
020806;90088
020806;90089
020807;45511
020807;45512
020807;45513
020807;45514
020807;45515
020807;45516
020807;45517
020807;45518
020807;45519
020807;45520
020807;45521
020807;45522
020807;45523
020807;45524
020807;45525
020808;45526
020808;45527
020808;45528
020808;45529
020808;45530
020808;45531
020808;45532
020809;45533
020809;45534
020810;45535
020810;45536
020810;45537
020810;45538
020810;45539
020810;45540
020810;45541
020810;45542
020810;45543
020811;45544
020811;45545
020811;45546
020811;45547
020811;45548
020811;45549
020811;45550
020811;45551
020811;45552
020811;45553
020811;45554
020811;45555
020811;45556
020811;45557
020811;45558
020811;90090
020811;90091
020812;45559
020812;45560
020812;45561
020812;45562
020812;45563
020812;45564
020812;45565
020812;90092
020813;45566
020813;45567
020813;45568
020813;45569
020813;45570
020813;45571
020813;90093
020814;45572
020814;45573
020814;45574
020814;45575
020814;45576
020814;45577
020901;45578
020901;45579
020901;45580
020901;45581
020901;45582
020901;45583
020901;90094
020902;45584
020902;45585
020902;45586
020902;45587
020902;45588
020902;45589
020902;45590
020902;45591
020903;45592
020903;45593
020903;45594
020904;45595
020904;45596
020904;45597
020904;45598
020904;45599
020905;45600
020905;45601
020905;45602
020905;45603
020905;45604
020905;90095
020906;45605
020906;45606
020906;45607
020906;45608
020906;45609
020906;45610
020906;45611
020906;45612
020907;45613
020907;45614
020907;45615
020907;45616
020907;45617
020907;45618
020908;45619
020908;45620
020908;90096
021001;45621
021001;45622
021001;45623
021001;45624
021001;45625
021001;45626
021001;45627
021001;45628
021001;45629
021001;45630
021001;45631
021001;45632
021001;45633
021001;90097
021001;90098
021002;45634
021002;45635
021002;45636
021002;45637
021002;90099
021003;45638
021003;45639
021003;45640
021003;45641
021003;45642
021003;45643
021003;45644
021003;45645
021004;45646
021004;45647
021004;45648
021004;45649
021004;45650
021004;45651
021004;45652
021004;45653
021005;45654
021005;45655
021005;45656
021005;45657
021006;45658
021006;45659
021007;45660
021007;45661
021007;45662
021007;90100
021101;45663
021101;45664
021101;45665
021101;45666
021101;45667
021101;45668
021101;45669
021101;45670
021101;45671
021101;45672
021101;45673
021101;45674
021101;45675
021101;45676
021101;45677
021101;45678
021101;45679
021101;45680
021101;45681
021101;45682
021101;45683
021101;45684
021101;45685
021101;45686
021101;45687
021101;45688
021101;45689
021101;45690
021101;45691
021101;45692
021101;45693
021101;45694
021101;45695
021101;45696
021101;45697
021101;45698
021101;45699
021101;45700
021101;45701
021101;45702
021101;45703
021101;45704
021101;45705
021101;45706
021101;45707
021101;45708
021101;90101
021101;90102
021102;45709
021102;45710
021102;45711
021102;45712
021102;45713
021102;45714
021102;45715
021102;45716
021102;45717
021102;45718
021102;45719
021103;45720
021103;45721
021103;45722
021103;45723
021103;45724
021103;45725
021103;45726
021104;45727
021104;45728
021104;45729
021104;45730
021104;45731
021104;45732
021104;45733
021104;45734
021201;45735
021201;45736
021201;45737
021201;45738
021201;45739
021201;45740
021201;90103
021202;45741
021202;45742
021202;45743
021202;45744
021202;45745
021202;45746
021203;45747
021203;45748
021203;45749
021203;45750
021203;45751
021203;45752
021203;45753
021203;45754
021203;45755
021203;45756
021203;45757
021203;45758
021203;45759
021204;45760
021204;45761
021204;45762
021204;45763
021204;45764
021204;90104
021205;45765
021205;45766
021205;45767
021205;45768
021205;90105
021205;90106
021301;45769
021301;45770
021301;45771
021302;45772
021302;45773
021302;45774
021302;45775
021302;90107
021303;45776
021303;45777
021303;45778
021303;45779
021303;45780
021303;45781
021303;45782
021303;45783
021303;45784
021303;45785
021303;45786
021303;45787
021303;45788
021303;45789
021303;45790
021303;45791
021303;45792
021303;45793
021303;45794
021303;45795
021303;45796
021303;90108
021401;45797
021401;45798
021401;45799
021401;45800
021401;45801
021401;45802
021401;45803
021401;45804
021401;45805
021401;45806
021401;45807
021401;45808
021401;45809
021401;45810
021401;45811
021401;45812
021401;45813
021401;45814
021401;45815
021401;45816
021401;45817
021401;90109
021401;90110
021402;45818
021402;45819
021402;45820
021402;45821
021402;45822
021402;45823
021402;45824
021403;45825
021403;45826
021403;45827
021404;45828
021404;45829
021404;45830
021405;45831
021405;45832
021405;45833
021405;45834
021406;45835
021406;45836
021406;45837
021406;45838
021406;45839
021406;45840
021406;45841
021406;45842
021406;90111
021407;45843
021407;45844
021407;45845
021407;45846
021407;45847
021407;45848
021407;45849
021407;45850
021407;45851
021407;90112
021408;45852
021408;45853
021408;45854
021408;45855
021408;45856
021408;45857
021501;45858
021501;45859
021501;45860
021501;45861
021501;45862
021501;45863
021501;45864
021501;45865
021501;45866
021501;45867
021501;45868
021501;45869
021501;45870
021501;45871
021501;45872
021501;45873
021501;45874
021501;90113
021501;90114
021502;45875
021502;45876
021502;45877
021502;45878
021502;45879
021502;45880
021503;45881
021503;45882
021503;45883
021503;45884
021503;45885
021503;45886
021503;45887
021503;45888
021503;45889
021503;45890
021503;45891
021503;45892
021503;45893
021504;45894
021504;45895
021504;45896
021504;45897
021504;45898
021504;45899
021504;45900
021504;45901
021504;45902
021504;45903
021504;45904
021504;45905
021601;45906
021601;45907
021601;45908
021601;45909
021601;45910
021601;45911
021601;45912
021601;45913
021601;45914
021601;45915
021601;45916
021602;45917
021602;45918
021602;45919
021602;45920
021603;45921
021603;45922
021603;45923
021603;45924
021604;45925
021604;45926
021604;45927
021604;45928
021604;45929
021604;45930
021604;45931
021604;45932
021604;45933
021604;45934
021604;45935
021604;45936
021604;45937
021604;45938
021604;45939
021604;45940
021605;45941
021605;45942
021605;45943
021605;45944
021605;45945
021605;45946
021605;45947
021606;45948
021606;45949
021606;45950
021701;45951
021701;45952
021701;45953
021702;45954
021702;45955
021702;45956
021702;45957
021702;45958
021703;45959
021703;45960
021703;45961
021703;45962
021703;45963
021703;45964
021704;45965
021704;45966
021704;45967
021704;45968
021704;45969
021704;45970
021704;45971
021704;45972
021704;45973
021704;45974
021704;45975
021704;45976
021704;45977
021704;45978
021704;90115
021704;90116
021705;45979
021705;45980
021705;45981
021705;45982
021705;45983
021801;45984
021801;45985
021801;45986
021801;45987
021802;45988
021802;45989
021802;45990
021802;45991
021803;45992
021803;45993
021803;45994
021803;45995
021803;45996
021803;45997
021803;45998
021803;45999
021804;46000
021804;46001
021804;46002
021804;46003
021804;46004
021804;46005
021804;46006
021804;46007
021804;46008
021804;90117
021805;46009
021805;46010
021805;46011
021805;46012
021901;46013
021901;46014
021901;46015
021901;46016
021901;46017
021901;46018
021901;46019
021901;46020
021901;46021
021901;46022
021901;46023
021901;46024
021901;46025
021901;46026
021901;46027
021901;46028
021901;46029
021901;46030
021901;46031
021901;46032
021901;46033
021901;46034
021901;46035
021901;90118
021901;90119
021902;46036
021902;46037
021902;46038
021902;46039
021902;46040
021902;46041
021902;46042
021902;46043
021902;46044
021902;46045
021902;46046
021902;46047
021902;46048
021902;46049
021902;46050
021902;46051
021902;46052
021902;46053
021902;46054
021902;46055
021902;46056
021902;90120
021903;46057
021903;46058
021903;46059
021903;46060
021903;46061
021904;46062
021904;46063
021904;46064
021904;46065
021904;46066
021904;46067
021904;46068
021905;46069
021905;46070
021905;46071
021905;46072
021905;46073
021905;46074
