02;NA;NA;NA;DOLNOŚLĄSKIE;województwo
02;01;NA;NA;bolesławiecki;powiat
02;01;01;1;Bolesławiec;gmina miejska
02;01;02;2;Bolesławiec;gmina wiejska
02;01;03;2;Gromadka;gmina wiejska
02;01;04;4;Nowogrodziec;miasto w gminie miejsko-wiejskiej
02;01;04;5;Nowogrodziec;obszar wiejski w gminie miejsko-wiejskiej
02;01;05;2;Osiecznica;gmina wiejska
02;01;06;2;Warta Bolesławiecka;gmina wiejska
02;02;NA;NA;dzierżoniowski;powiat
02;02;01;1;Bielawa;gmina miejska
02;02;02;1;Dzierżoniów;gmina miejska
02;02;03;1;Pieszyce;gmina miejska
02;02;04;1;Piława Górna;gmina miejska
02;02;05;2;Dzierżoniów;gmina wiejska
02;02;06;2;Łagiewniki;gmina wiejska
02;02;07;4;Niemcza;miasto w gminie miejsko-wiejskiej
02;02;07;5;Niemcza;obszar wiejski w gminie miejsko-wiejskiej
02;03;NA;NA;głogowski;powiat
02;03;01;1;Głogów;gmina miejska
02;03;02;2;Głogów;gmina wiejska
02;03;03;2;Jerzmanowa;gmina wiejska
02;03;04;2;Kotla;gmina wiejska
02;03;05;2;Pęcław;gmina wiejska
02;03;06;2;Żukowice;gmina wiejska
02;04;NA;NA;górowski;powiat
02;04;01;4;Góra;miasto w gminie miejsko-wiejskiej
02;04;01;5;Góra;obszar wiejski w gminie miejsko-wiejskiej
02;04;02;2;Jemielno;gmina wiejska
02;04;03;2;Niechlów;gmina wiejska
02;04;04;4;Wąsosz;miasto w gminie miejsko-wiejskiej
02;04;04;5;Wąsosz;obszar wiejski w gminie miejsko-wiejskiej
02;05;NA;NA;jaworski;powiat
02;05;01;1;Jawor;gmina miejska
02;05;02;4;Bolków;miasto w gminie miejsko-wiejskiej
02;05;02;5;Bolków;obszar wiejski w gminie miejsko-wiejskiej
02;05;03;2;Męcinka;gmina wiejska
02;05;04;2;Mściwojów;gmina wiejska
02;05;05;2;Paszowice;gmina wiejska
02;05;06;2;Wądroże Wielkie;gmina wiejska
02;06;NA;NA;jeleniogórski;powiat
02;06;01;1;Karpacz;gmina miejska
02;06;02;1;Kowary;gmina miejska
02;06;03;1;Piechowice;gmina miejska
02;06;04;1;Szklarska Poręba;gmina miejska
02;06;05;2;Janowice Wielkie;gmina wiejska
02;06;06;2;Jeżów Sudecki;gmina wiejska
02;06;07;2;Mysłakowice;gmina wiejska
02;06;08;2;Podgórzyn;gmina wiejska
02;06;09;2;Stara Kamienica;gmina wiejska
02;07;NA;NA;kamiennogórski;powiat
02;07;01;1;Kamienna Góra;gmina miejska
02;07;02;2;Kamienna Góra;gmina wiejska
02;07;03;4;Lubawka;miasto w gminie miejsko-wiejskiej
02;07;03;5;Lubawka;obszar wiejski w gminie miejsko-wiejskiej
02;07;04;2;Marciszów;gmina wiejska
02;08;NA;NA;kłodzki;powiat
02;08;01;1;Duszniki-Zdrój;gmina miejska
02;08;02;1;Kłodzko;gmina miejska
02;08;03;1;Kudowa-Zdrój;gmina miejska
02;08;04;1;Nowa Ruda;gmina miejska
02;08;05;1;Polanica-Zdrój;gmina miejska
02;08;06;4;Bystrzyca Kłodzka;miasto w gminie miejsko-wiejskiej
02;08;06;5;Bystrzyca Kłodzka;obszar wiejski w gminie miejsko-wiejskiej
02;08;07;2;Kłodzko;gmina wiejska
02;08;08;4;Lądek-Zdrój;miasto w gminie miejsko-wiejskiej
02;08;08;5;Lądek-Zdrój;obszar wiejski w gminie miejsko-wiejskiej
02;08;09;2;Lewin Kłodzki;gmina wiejska
02;08;10;4;Międzylesie;miasto w gminie miejsko-wiejskiej
02;08;10;5;Międzylesie;obszar wiejski w gminie miejsko-wiejskiej
02;08;11;2;Nowa Ruda;gmina wiejska
02;08;12;4;Radków;miasto w gminie miejsko-wiejskiej
02;08;12;5;Radków;obszar wiejski w gminie miejsko-wiejskiej
02;08;13;4;Stronie Śląskie;miasto w gminie miejsko-wiejskiej
02;08;13;5;Stronie Śląskie;obszar wiejski w gminie miejsko-wiejskiej
02;08;14;4;Szczytna;miasto w gminie miejsko-wiejskiej
02;08;14;5;Szczytna;obszar wiejski w gminie miejsko-wiejskiej
02;09;NA;NA;legnicki;powiat
02;09;01;1;Chojnów;gmina miejska
02;09;02;2;Chojnów;gmina wiejska
02;09;03;2;Krotoszyce;gmina wiejska
02;09;04;2;Kunice;gmina wiejska
02;09;05;2;Legnickie Pole;gmina wiejska
02;09;06;2;Miłkowice;gmina wiejska
02;09;07;4;Prochowice;miasto w gminie miejsko-wiejskiej
02;09;07;5;Prochowice;obszar wiejski w gminie miejsko-wiejskiej
02;09;08;2;Ruja;gmina wiejska
02;10;NA;NA;lubański;powiat
02;10;01;1;Lubań;gmina miejska
02;10;02;1;Świeradów-Zdrój;gmina miejska
02;10;03;4;Leśna;miasto w gminie miejsko-wiejskiej
02;10;03;5;Leśna;obszar wiejski w gminie miejsko-wiejskiej
02;10;04;2;Lubań;gmina wiejska
02;10;05;4;Olszyna;miasto w gminie miejsko-wiejskiej
02;10;05;5;Olszyna;obszar wiejski w gminie miejsko-wiejskiej
02;10;06;2;Platerówka;gmina wiejska
02;10;07;2;Siekierczyn;gmina wiejska
02;11;NA;NA;lubiński;powiat
02;11;01;1;Lubin;gmina miejska
02;11;02;2;Lubin;gmina wiejska
02;11;03;2;Rudna;gmina wiejska
02;11;04;4;Ścinawa;miasto w gminie miejsko-wiejskiej
02;11;04;5;Ścinawa;obszar wiejski w gminie miejsko-wiejskiej
02;12;NA;NA;lwówecki;powiat
02;12;01;4;Gryfów Śląski;miasto w gminie miejsko-wiejskiej
