1;1;1;/cpr/sjm-1/pl/9ed9172f-9bc8-4c3c-af76-aac5c2be3bac.html;Lipiński Adam Józef;parlamentarzysta;25 523;7,42%
1;1;2;/cpr/sjm-1/pl/730e00ee-830a-438d-bb83-b1c52cf88d6f.html;Witek Elżbieta Barbara;parlamentarzysta;9 381;2,73%
1;1;3;/cpr/sjm-1/pl/e2dc4c76-2cef-43a2-a200-cc45f88111e4.html;Machałek Marzena Anna;parlamentarzysta;11 812;3,43%
1;1;12;/cpr/sjm-1/pl/1dbf066e-89c8-4263-b29d-b9b191f0fa91.html;Zubowski Wojciech Michał;specjalista do spraw zarządzania i organizacji;6 800;1,98%
1;3;1;/cpr/sjm-1/pl/33d8486d-b998-4388-835e-18f8adf43c92.html;Zbrzyzny Ryszard;inż. górnik;11 990;3,48%
1;3;3;/cpr/sjm-1/pl/95a289e6-56e6-40dc-81aa-1d50eb85b0cd.html;Sekuła-Szmajdzińska Małgorzata Helena;adwokat;15 883;4,61%
1;4;1;/cpr/sjm-1/pl/813c3e07-f258-4307-a81f-b49151c3a68d.html;Kmiecik Henryk Ryszard;mechanik;13 015;3,78%
1;7;1;/cpr/sjm-1/pl/266499fb-d2d2-4a1e-8ab5-70e209022b86.html;Schetyna Grzegorz Juliusz;parlamentarzysta;67 670;19,66%
1;7;2;/cpr/sjm-1/pl/fafe985b-e5a4-4bbe-8f61-faf7026020d7.html;Drozd Ewa;nauczyciel;14 205;4,13%
1;7;3;/cpr/sjm-1/pl/95748277-69b0-428e-a98c-d3e87218611f.html;Wojnarowski Norbert Ryszard;ekonomista;5 981;1,74%
1;7;4;/cpr/sjm-1/pl/4ad3fcbd-6482-4122-b976-4f44b4c69492.html;Czernow Zofia;ekonomista;7 740;2,25%
1;7;6;/cpr/sjm-1/pl/b0596181-bdec-4f27-bcbe-8466168e484e.html;Kropiwnicki Robert;nauczyciel akademicki;6 029;1,75%
2;1;1;/cpr/sjm-2/pl/fbe0663d-4935-469e-9030-d76c7a4b86b8.html;Święczkowski Bogdan Roman;prokurator;17 109;7,59%
2;1;2;/cpr/sjm-2/pl/4164d235-aeac-45f6-bc4e-da61a55cd2d6.html;Zalewska Anna Elżbieta;parlamentarzysta;14 999;6,65%
2;4;1;/cpr/sjm-2/pl/457a26c6-025a-4c26-991c-bf3f2b27cc71.html;Szymiec-Raczyńska Halina Jadwiga;lekarz;12 654;5,61%
2;7;1;/cpr/sjm-2/pl/48cb5662-b339-43f8-99bc-1b596fe6d0a6.html;Mrzygłocka Izabela Katarzyna;ekonomista;31 697;14,05%
2;7;2;/cpr/sjm-2/pl/439a0d24-35f0-48b2-af32-be6fbcb98d42.html;Szulc Jakub Maciej;ekonomista;17 230;7,64%
2;7;3;/cpr/sjm-2/pl/23a79139-1bf6-43c0-b8b9-e4d9d074122c.html;Smolarz Tomasz;parlamentarzysta;9 893;4,39%
2;7;4;/cpr/sjm-2/pl/8432fd27-9e69-423f-a146-84b951cc50fb.html;Wielichowska Monika;ekonomista;10 589;4,70%
2;7;7;/cpr/sjm-2/pl/569d91e0-cdb2-4faa-b8e6-8c27d04f32ef.html;Kołacz-Leszczyńska Agnieszka Maria;pracownik samorządowy;6 762;3,00%
3;1;1;/cpr/sjm-3/pl/be7b7d1c-7d51-4eb2-a38d-c16e7a6b70a1.html;Jackiewicz Dawid Bohdan;politolog;26 648;5,37%
3;1;2;/cpr/sjm-3/pl/41cb971a-db8c-41ab-978e-4a2ef46e9095.html;Ujazdowski Kazimierz Michał;nauczyciel akademicki;26 221;5,28%
3;1;5;/cpr/sjm-3/pl/7bf358ac-2cdb-4d63-91b5-64fd73b0f5c7.html;Świat Jacek;specjalista marketingu;14 904;3,00%
3;1;14;/cpr/sjm-3/pl/22cbaeb6-e262-48f0-a5cd-f19889b83800.html;Jędrysek Mariusz Orion;nauczyciel akademicki;22 381;4,51%
3;4;1;/cpr/sjm-3/pl/feb1063b-a7a7-48d7-a564-91913484880d.html;Elsner Wincenty Aleksander;informatyk;15 969;3,22%
3;7;1;/cpr/sjm-3/pl/51dc3fb2-795b-44d2-9580-71183ae0fbc3.html;Zdrojewski Bogdan Andrzej;kulturoznawca;149 962;30,20%
3;7;2;/cpr/sjm-3/pl/124c5c46-9572-40bf-9bad-5a2b70bc4e57.html;Wolak Ewa Wanda;nauczyciel;11 554;2,33%
3;7;3;/cpr/sjm-3/pl/d13f0cf8-52b3-41d9-9300-bfa7dff368df.html;Piechota Sławomir Jan;radca prawny;11 750;2,37%
3;7;5;/cpr/sjm-3/pl/6cbb5656-e981-4fe5-b36d-22f6d8569c05.html;Charłampowicz Jarosław;politolog;8 399;1,69%
3;7;7;/cpr/sjm-3/pl/430e3f90-1e8b-47d4-a0d9-e39a52ede19c.html;Huskowski Stanisław Tadeusz;fizyk;7 164;1,44%
3;7;9;/cpr/sjm-3/pl/8c4ffb03-314a-4317-85a5-5edd5dba5f86.html;Łapiński Marek;nauczyciel;6 357;1,28%
3;7;10;/cpr/sjm-3/pl/73fbfb2f-494f-410f-bdd7-7e785d66a918.html;Jaros Michał;ekonomista;9 635;1,94%
3;7;13;/cpr/sjm-3/pl/10ec40c8-6aff-4a75-a413-ec26e4fab1bb.html;Kaczor Roman Bronisław;parlamentarzysta;5 302;1,07%
3;7;28;/cpr/sjm-3/pl/b28c2006-0f1b-4699-b9f2-76672b04402d.html;Zieliński Maciej Jerzy;koszykarz;6 099;1,23%
4;1;1;/cpr/sjm-4/pl/0ccc5f83-aff4-4870-b72e-883770cd8664.html;Złotowski Kosma Tadeusz;ekonomista;21 607;5,88%
4;1;2;/cpr/sjm-4/pl/cc2e76c5-556c-4a7b-8c34-a97e5d2eadd2.html;Latos Tomasz Edward;lekarz;20 308;5,52%
4;1;3;/cpr/sjm-4/pl/c3214893-cad8-4fcb-a901-1c2848244790.html;Kownacki Bartosz Józef;adwokat;7 735;2,10%
4;3;1;/cpr/sjm-4/pl/2ff737a0-d433-45f7-91da-e4b7e23194c8.html;Bańkowska Anna Danuta;poseł na Sejm RP;16 203;4,41%
4;4;1;/cpr/sjm-4/pl/7e6e43a5-e260-4df1-aed0-40e1f299ab14.html;Krupa Łukasz Marcin;ekonomista;18 401;5,01%
4;5;1;/cpr/sjm-4/pl/dfe368f8-6c9e-4fd6-aafd-32fa8cb88e7d.html;Kłopotek Eugeniusz;poseł na Sejm RP;13 287;3,61%
4;7;1;/cpr/sjm-4/pl/d649e290-909f-467d-9a8a-a5f263c4e7b9.html;Sikorski Radosław Tomasz;politolog;91 720;24,95%
4;7;2;/cpr/sjm-4/pl/ffd758a1-add7-4489-aea0-caa3e49355c0.html;Piotrowska Teresa;poseł na Sejm RP;10 009;2,72%
4;7;3;/cpr/sjm-4/pl/67afdf04-0ad3-477f-9dce-11261b1de24e.html;Olszewski Paweł Bartosz;ekonomista;9 257;2,52%
4;7;4;/cpr/sjm-4/pl/535b193a-c545-46b9-b197-23604f510cd1.html;Katulski Jarosław Paweł;lekarz;5 872;1,60%
4;7;5;/cpr/sjm-4/pl/6f9c7b88-bf26-41c1-aa66-7377c8304fd8.html;Kozłowska Iwona Maria;nauczyciel;4 668;1,27%
4;7;7;/cpr/sjm-4/pl/aec61338-78a4-429c-a3fe-0a8d337a18ea.html;Brejza Krzysztof;poseł na Sejm RP;12 600;3,43%
5;1;1;/cpr/sjm-5/pl/7cc16f27-ecf4-4bcb-8e37-09acfb54821c.html;Ardanowski Jan Krzysztof;magister inżynier rolnictwa;14 841;4,22%
5;1;2;/cpr/sjm-5/pl/a49da98f-45e3-4ced-9aa6-657b03850c07.html;Zbonikowski Łukasz;prawnik;17 327;4,93%
5;1;3;/cpr/sjm-5/pl/07a0050c-13b1-4e41-a5cd-f6892f80a4e1.html;Girzyński Zbigniew;wykładowca akademicki;24 907;7,08%
5;1;7;/cpr/sjm-5/pl/277d03cc-ac1b-49dd-92c0-9edd97c0d9fe.html;Sobecka Anna Elżbieta;nauczyciel;6 990;1,99%
5;3;1;/cpr/sjm-5/pl/a60bd45b-376c-4727-b58c-67be903f4c80.html;Wenderlich Jerzy Jan;dziennikarz;19 078;5,43%
5;4;1;/cpr/sjm-5/pl/51caffe6-4997-4544-970b-59e089c421f8.html;Wydrzyński Maciej;przedsiębiorca;15 311;4,35%
5;5;2;/cpr/sjm-5/pl/8eeeefd9-bd5c-458c-8ff4-074dc675c264.html;Sosnowski Zbigniew;mgr historii;7 354;2,09%
5;7;1;/cpr/sjm-5/pl/d6e3bec1-e4d8-4f0b-8cd3-cb3776e5eb2b.html;Lenz Tomasz;historyk;28 998;8,25%
5;7;2;/cpr/sjm-5/pl/c7426e7c-d93a-4485-929b-3012f4e0a207.html;Kopaczewska Domicela Katarzyna;pedagog;16 992;4,83%
5;7;3;/cpr/sjm-5/pl/df4e078d-7b14-4fde-a1fa-0e0d7cedbbb0.html;Mężydło Antoni;poseł na Sejm;17 077;4,86%
5;7;4;/cpr/sjm-5/pl/9117c604-3906-47bf-9a07-4f60f8a01403.html;Szymański Tomasz Józef;pracownik samorządowy;7 510;2,14%
5;7;9;/cpr/sjm-5/pl/ffee0761-6091-499c-be6b-2701ba6b987e.html;Wojtkowski Marek;nauczyciel akademicki;7 352;2,09%
